,CLIENTE,Fecha,Consumo,Periodo,Clase,Estrato,Tipo Conex,Localidad Lec,Tarifa,Sector,Vigencia,TARIFA_Subsidiada,TARIFA_Plena,TARIFA_TOTAL,Fecha_Formatted,Costo
0,979091207433,20180101,11191,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 01 2018,4254295.5803
1,979091207433,20180102,11406,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 02 2018,4336028.5398
2,979091207433,20180103,11552,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 03 2018,4391530.9216
3,979091207433,20180104,12737,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 04 2018,4842012.5821
4,979091207433,20180105,13303,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 05 2018,5057179.3499
5,979091207433,20180106,11377,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 06 2018,4325004.0941
6,979091207433,20180107,11362,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 07 2018,4319301.7946
7,979091207433,20180108,12492,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 08 2018,4748875.0236
8,979091207433,20180109,11704,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 09 2018,4449314.2232
9,979091207433,20180110,11225,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 10 2018,4267220.7925
10,979091207433,20180111,11739,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 11 2018,4462619.5887
11,979091207433,20180112,13412,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 12 2018,5098616.0596
12,979091207433,20180113,10701,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 13 2018,4068020.4633
13,979091207433,20180114,9736,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 14 2018,3701172.5288
14,979091207433,20180115,10247,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 15 2018,3895430.8651
15,979091207433,20180116,12467,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 16 2018,4739371.1911
16,979091207433,20180117,11302,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 17 2018,4296492.5966
17,979091207433,20180118,11378,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 18 2018,4325384.2474
18,979091207433,20180119,11736,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 19 2018,4461479.1288
19,979091207433,20180120,8530,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 20 2018,3242707.649
20,979091207433,20180121,8815,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 21 2018,3351051.3395000002
21,979091207433,20180122,9606,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 22 2018,3651752.5998
22,979091207433,20180123,11834,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 23 2018,4498734.1522
23,979091207433,20180124,12713,201801,Residencial,3.0,T,ENGATIVA,R_3,Residencial,17/01/2018,380.1533,447.2392,380.1533,Jan 24 2018,4832888.9029
