,CLIENTE,Fecha,Consumo,Periodo,Clase,Estrato,Tipo Conex,Localidad Lec,Tarifa,Sector,Vigencia,TARIFA_Subsidiada,TARIFA_Plena,TARIFA_TOTAL,Fecha_Formatted,Costo
3820,979091208866,20180101,9085,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 01 2018,4875801.3950000005
3821,979091208866,20180102,8640,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 02 2018,4636975.68
3822,979091208866,20180103,7608,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 03 2018,4083114.696
3823,979091208866,20180104,7408,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 04 2018,3975777.296
3824,979091208866,20180105,6819,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 05 2018,3659668.653
3825,979091208866,20180106,8592,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 06 2018,4611214.704
3826,979091208866,20180107,8092,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 07 2018,4342871.204
3827,979091208866,20180108,9840,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 08 2018,5281000.08
3828,979091208866,20180109,9420,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 09 2018,5055591.54
3829,979091208866,20180110,8449,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 10 2018,4534468.463
3830,979091208866,20180111,6893,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 11 2018,3699383.491
3831,979091208866,20180112,11838,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 12 2018,6353300.706
3832,979091208866,20180113,7203,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 13 2018,3865756.461
3833,979091208866,20180114,8328,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 14 2018,4469529.336
3834,979091208866,20180115,9115,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 15 2018,4891902.005
3835,979091208866,20180116,8945,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 16 2018,4800665.215
3836,979091208866,20180117,7472,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 17 2018,4010125.264
3837,979091208866,20180118,9110,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 18 2018,4889218.57
3838,979091208866,20180119,7447,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 19 2018,3996708.089
3839,979091208866,20180120,7637,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 20 2018,4098678.619
3840,979091208866,20180121,6576,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 21 2018,3529253.7120000003
3841,979091208866,20180122,7742,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 22 2018,4155030.754
3842,979091208866,20180123,6967,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 23 2018,3739098.329
3843,979091208866,20180124,8503,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 24 2018,4563449.561
3844,979091208866,20180125,7693,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 25 2018,4128733.091
3845,979091208866,20180126,7588,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 26 2018,4072380.9560000002
3846,979091208866,20180127,6055,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 27 2018,3249639.785
3847,979091208866,20180128,6971,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 28 2018,3741245.077
3848,979091208866,20180129,6097,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 29 2018,3272180.639
3849,979091208866,20180130,5998,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 30 2018,3219048.626
3850,979091208866,20180131,7522,201801,Residencial,6.0,T,SUBA,R_6,Residencial,17/01/2018,,536.6870,536.687,Jan 31 2018,4036959.614
3851,979091208866,20180201,8733,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 01 2018,4991134.8114
3852,979091208866,20180202,9710,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 02 2018,5549515.518
3853,979091208866,20180203,8910,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 03 2018,5092294.8780000005
3854,979091208866,20180204,9097,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 04 2018,5199170.2026
3855,979091208866,20180205,7241,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 05 2018,4138418.3178
3856,979091208866,20180206,9206,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 06 2018,5261466.5148
3857,979091208866,20180207,8793,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 07 2018,5025426.3594
3858,979091208866,20180208,4376,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 08 2018,2500996.9008
3859,979091208866,20180209,8587,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 09 2018,4907692.0446
3860,979091208866,20180210,7546,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 10 2018,4312733.6868
3861,979091208866,20180211,7207,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 11 2018,4118986.4406
3862,979091208866,20180212,7106,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 12 2018,4061262.3348
3863,979091208866,20180213,7745,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 13 2018,4426467.321
3864,979091208866,20180214,7419,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 14 2018,4240149.9102
3865,979091208866,20180215,9279,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 15 2018,5303187.8982
3866,979091208866,20180216,8386,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 16 2018,4792815.3588
3867,979091208866,20180217,8066,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 17 2018,4609927.1028
3868,979091208866,20180218,8139,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 18 2018,4651648.4862
3869,979091208866,20180219,7721,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 19 2018,4412750.7018
3870,979091208866,20180220,6455,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 20 2018,3689199.039
3871,979091208866,20180221,8300,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 21 2018,4743664.14
3872,979091208866,20180222,9547,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 22 2018,5456356.8126
3873,979091208866,20180223,10532,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 23 2018,6019309.7256000005
3874,979091208866,20180224,7710,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 24 2018,4406463.918
3875,979091208866,20180225,10459,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 25 2018,5977588.3422
3876,979091208866,20180226,7780,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 26 2018,4446470.724
3877,979091208866,20180227,8529,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 27 2018,4874543.5482
3878,979091208866,20180228,9667,201802,Residencial,6.0,T,SUBA,R_6,Residencial,21/02/2018,,571.5258,571.5258,Feb 28 2018,5524939.9086
3879,979091208866,20180301,8973,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 01 2018,5366312.5203
3880,979091208866,20180302,9540,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 02 2018,5705407.494
3881,979091208866,20180303,9138,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 03 2018,5464990.9518
3882,979091208866,20180304,6992,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 04 2018,4181573.2912000003
3883,979091208866,20180305,8967,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 05 2018,5362724.2137
3884,979091208866,20180306,8738,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 06 2018,5225770.5118
3885,979091208866,20180307,9437,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 07 2018,5643808.2307
3886,979091208866,20180308,8041,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 08 2018,4808928.8951
3887,979091208866,20180309,9641,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 09 2018,5765810.6551
3888,979091208866,20180310,10554,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 10 2018,6311831.309400001
3889,979091208866,20180311,7485,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 11 2018,4476412.4835
3890,979091208866,20180312,8610,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 12 2018,5149219.971
3891,979091208866,20180313,9967,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 13 2018,5960775.3137
3892,979091208866,20180314,8299,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 14 2018,4963226.0789
3893,979091208866,20180315,8236,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 15 2018,4925548.8596
3894,979091208866,20180316,14019,201803,Residencial,6.0,T,SUBA,R_6,Residencial,17/03/2018,,598.0511,598.0511,Mar 16 2018,8384078.3709
